,match_event_id,location_x,location_y,remaining_min,power_of_shot,knockout_match,game_season,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,team_name,date_of_game,home/away,lat/lng,type_of_shot,type_of_combined_shot,match_id,team_id,remaining_min.1,power_of_shot.1,knockout_match.1,remaining_sec.1,distance_of_shot.1,shot_id_number
3992,60.0,0.0,0.0,5.0,1.0,0.0,2002-03,22.0,,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2003-01-20,MANU vs. LAC,"42.982923, -71.446094",shot - 12,,20200587,1610612747,5.0,1.0,77.608,22.0,20.0,3993
4008,11.0,-80.0,99.0,11.0,1.0,0.0,2002-03,4.0,32.0,,Left Side(L),Goal Line,8-16 ft.,Manchester United,2003-01-22,MANU vs. GSW,"42.982923, -71.446094",,shot - 3,20200602,1610612747,11.0,1.0,83.928,4.0,32.0,4009
4010,29.0,123.0,140.0,9.0,1.0,0.0,2002-03,1.0,38.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2003-01-22,MANU vs. GSW,"42.982923, -71.446094",shot - 11,,20200602,1610612747,9.0,1.0,0.0,1.0,38.0,4011
4015,87.0,-172.0,186.0,1.0,1.0,0.0,2002-03,36.0,45.0,,Left Side Center(LC),,24+ ft.,Manchester United,2003-01-22,MANU vs. GSW,"42.982923, -71.446094",shot - 29,,20200602,1610612747,1.0,,0.0,36.0,45.0,4016
4019,243.0,,125.0,6.0,3.0,0.0,2002-03,58.0,33.0,,Center(C),Goal Line,8-16 ft.,Manchester United,2003-01-22,MANU vs. GSW,"42.982923, -71.446094",shot - 11,,20200602,1610612747,6.0,3.0,,58.0,33.0,4020
4023,451.0,120.0,227.0,0.0,4.0,0.0,2002-03,7.0,45.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2003-01-22,MANU vs. GSW,"42.982923, -71.446094",shot - 36,,20200602,1610612747,0.0,4.0,0.0,7.0,15.4,4024
4032,220.0,-92.0,248.0,9.0,3.0,0.0,2002-03,30.0,46.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2003-01-24,MANU vs. NJN,"42.982923, -71.446094",,shot - 3,20200616,1610612747,58.2,3.0,66.8,30.0,86.72800000000002,4033
4034,280.0,,56.0,3.0,3.0,0.0,2002-03,29.0,27.0,,,Goal Line,Less Than 8 ft.,Manchester United,2003-01-24,MANU vs. NJN,"42.982923, -71.446094",shot - 39,,20200616,1610612747,3.0,3.0,0.0,,27.0,4035
4040,24.0,-154.0,120.0,8.0,1.0,0.0,2002-03,32.0,39.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2003-01-29,MANU @ PHX,,,shot - 3,20200651,1610612747,8.0,1.0,,32.0,39.0,4041
4044,63.0,0.0,0.0,3.0,1.0,0.0,2002-03,16.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2003-01-29,MANU @ PHX,"33.552026, -112.071667",shot - 56,,20200651,1610612747,3.0,55.36,0.0,16.0,20.0,4045
4051,232.0,0.0,,1.0,2.0,0.0,2002-03,2.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2003-01-29,MANU @ PHX,"33.552026, -112.071667",,shot - 4,20200651,1610612747,1.0,,0.0,2.0,20.0,4052
4054,259.0,153.0,100.0,10.0,3.0,0.0,2002-03,0.0,38.0,,,Mid Range,16-24 ft.,Manchester United,2003-01-29,MANU @ PHX,"33.552026, -112.071667",shot - 7,,20200651,1610612747,10.0,61.36,0.0,0.0,,4055
4055,263.0,138.0,120.0,9.0,3.0,0.0,,24.0,,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2003-01-29,MANU @ PHX,"33.552026, -112.071667",shot - 35,,20200651,1610612747,9.0,3.0,0.0,79.2,,4056
4056,301.0,131.0,118.0,5.0,3.0,0.0,2002-03,44.0,37.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2003-01-29,MANU @ PHX,,shot - 36,,20200651,1610612747,5.0,100.36,128.608,44.0,37.0,4057
4066,466.0,0.0,0.0,1.0,4.0,0.0,2002-03,16.0,20.0,,,Goal Area,Less Than 8 ft.,Manchester United,2003-01-29,MANU @ PHX,"33.552026, -112.071667",shot - 12,,20200651,1610612747,1.0,,,16.0,20.0,4067
4068,19.0,-102.0,155.0,10.0,1.0,0.0,2002-03,10.0,38.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2003-01-31,MANU @ SAC,"38.567296, -121.456638",,shot - 3,20200667,1610612747,10.0,1.0,32.8,10.0,30.4,4069
4076,104.0,69.0,7.0,0.0,1.0,0.0,,41.0,26.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2003-01-31,MANU @ SAC,"38.567296, -121.456638",shot - 10,,20200667,1610612747,0.0,1.0,0.0,41.0,64.4,4077
4078,144.0,0.0,0.0,,2.0,0.0,,39.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2003-01-31,MANU @ SAC,"38.567296, -121.456638",shot - 46,,20200667,1610612747,8.0,2.0,63.928000000000004,83.2,20.0,4079
4093,406.0,140.0,207.0,7.0,4.0,0.0,2002-03,20.0,44.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2003-01-31,MANU @ SAC,"38.567296, -121.456638",,shot - 3,20200667,1610612747,,4.0,0.0,20.0,44.0,4094
4094,442.0,144.0,206.0,4.0,4.0,0.0,2002-03,36.0,45.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2003-01-31,MANU @ SAC,"38.567296, -121.456638",,shot - 3,20200667,1610612747,25.64,4.0,0.0,36.0,39.4,4095
4095,454.0,0.0,0.0,3.0,4.0,0.0,2002-03,34.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,,2003-01-31,MANU @ SAC,"38.567296, -121.456638",shot - 39,,20200667,1610612747,3.0,4.0,0.0,34.0,20.0,4096
4099,51.0,-8.0,128.0,5.0,1.0,0.0,2002-03,50.0,32.0,,Center(C),Goal Line,8-16 ft.,Manchester United,2003-02-01,MANU vs. UTA,"42.982923, -71.446094",shot - 19,,20200676,1610612747,5.0,1.0,0.0,50.0,50.4,4100
4118,384.0,-113.0,135.0,7.0,4.0,0.0,2002-03,37.0,37.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2003-02-01,MANU vs. UTA,"42.982923, -71.446094",,shot - 3,20200676,1610612747,7.0,4.0,34.928000000000004,28.2,37.0,4119
4128,48.0,-118.0,174.0,,1.0,0.0,2002-03,,41.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2003-02-04,MANU @ IND,"40.361408, -86.186052",,shot - 3,20200691,1610612747,6.0,1.0,114.928,32.0,41.0,4129
4129,64.0,24.0,23.0,4.0,1.0,0.0,2002-03,57.0,23.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2003-02-04,MANU @ IND,"40.361408, -86.186052",,shot - 4,20200691,1610612747,4.0,1.0,0.0,57.0,,4130
4130,83.0,138.0,164.0,2.0,1.0,0.0,2002-03,25.0,41.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2003-02-04,,"40.361408, -86.186052",shot - 29,,20200691,1610612747,24.64,1.0,88.60799999999999,25.0,41.0,4131
4131,85.0,-108.0,-1.0,1.0,1.0,0.0,2002-03,54.0,30.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2003-02-04,MANU @ IND,"40.361408, -86.186052",shot - 38,,20200691,1610612747,1.0,1.0,,79.2,30.0,4132
4133,104.0,20.0,15.0,0.0,1.0,0.0,2002-03,34.0,22.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2003-02-04,MANU @ IND,"40.361408, -86.186052",,shot - 4,20200691,1610612747,60.2,1.0,41.8,34.0,22.0,4134
4134,132.0,-172.0,184.0,10.0,2.0,0.0,2002-03,3.0,45.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2003-02-04,MANU @ IND,"40.361408, -86.186052",shot - 36,,20200691,1610612747,10.0,68.36,0.0,3.0,,4135
4135,140.0,140.0,41.0,8.0,2.0,0.0,,29.0,34.0,,Right Side(R),Mid Range,8-16 ft.,,2003-02-04,MANU @ IND,"40.361408, -86.186052",shot - 15,,20200691,1610612747,8.0,48.36,57.8,29.0,34.0,4136
4136,190.0,26.0,0.0,4.0,2.0,0.0,2002-03,6.0,22.0,,Center(C),,Less Than 8 ft.,Manchester United,2003-02-04,MANU @ IND,"40.361408, -86.186052",,shot - 1,20200691,1610612747,4.0,2.0,87.8,6.0,105.4,4137
4137,214.0,62.0,,1.0,2.0,0.0,2002-03,27.0,36.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2003-02-04,MANU @ IND,"40.361408, -86.186052",,shot - 3,20200691,1610612747,1.0,2.0,108.928,27.0,16.4,4138
4142,334.0,107.0,68.0,,3.0,0.0,2002-03,58.0,32.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2003-02-04,MANU @ IND,,shot - 29,,20200691,1610612747,,3.0,0.0,116.7856,16.4,4143
4144,360.0,13.0,12.0,1.0,3.0,0.0,2002-03,6.0,21.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2003-02-04,MANU @ IND,"40.361408, -86.186052",,shot - 4,20200691,1610612747,1.0,3.0,0.0,6.0,21.0,4145
4147,,57.0,118.0,7.0,4.0,0.0,2002-03,46.0,33.0,,Center(C),Goal Line,8-16 ft.,Manchester United,2003-02-04,MANU @ IND,"40.361408, -86.186052",,shot - 3,20200691,1610612747,7.0,4.0,86.8,46.0,33.0,4148
4155,55.0,182.0,-11.0,5.0,1.0,0.0,2002-03,,38.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2003-02-06,MANU @ NYK,"40.708999, -73.872430",,shot - 3,20200705,1610612747,5.0,1.0,0.0,0.0,38.0,4156
4162,224.0,-186.0,,0.0,2.0,0.0,2002-03,0.0,45.0,,Left Side Center(LC),Penalty Spot,,Manchester United,2003-02-06,MANU @ NYK,"40.708999, -73.872430",shot - 31,,20200705,1610612747,0.0,2.0,0.0,0.0,45.0,4163
4165,243.0,-200.0,66.0,10.0,3.0,0.0,2002-03,0.0,41.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2003-02-06,MANU @ NYK,"40.708999, -73.872430",shot - 43,,20200705,1610612747,10.0,3.0,0.0,0.0,41.0,4166
4168,262.0,0.0,0.0,8.0,3.0,0.0,2002-03,6.0,20.0,,Center(C),,Less Than 8 ft.,Manchester United,2003-02-06,MANU @ NYK,"40.708999, -73.872430",,shot - 4,20200705,1610612747,8.0,3.0,0.0,6.0,20.0,4169
4169,,205.0,138.0,6.0,3.0,0.0,,38.0,44.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2003-02-06,MANU @ NYK,"40.708999, -73.872430",shot - 5,,20200705,1610612747,6.0,3.0,0.0,70.2,44.0,4170
4173,308.0,0.0,0.0,3.0,3.0,0.0,2002-03,26.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2003-02-06,MANU @ NYK,"40.708999, -73.872430",shot - 39,,20200705,1610612747,3.0,98.36,0.0,26.0,20.0,4174
4179,403.0,-51.0,153.0,3.0,4.0,0.0,2002-03,12.0,36.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2003-02-06,MANU @ NYK,"40.708999, -73.872430",shot - 0,,20200705,1610612747,3.0,99.36,0.0,,92.4,4180
4189,202.0,182.0,-6.0,2.0,2.0,0.0,2002-03,58.0,38.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2003-02-11,MANU vs. DEN,"42.982923, -71.446094",,shot - 3,20200719,1610612747,20.2,2.0,0.0,58.0,58.4,4190
4194,281.0,,3.0,7.0,3.0,0.0,2002-03,,31.0,,Left Side(L),Mid Range,,Manchester United,2003-02-11,MANU vs. DEN,"42.982923, -71.446094",shot - 38,,20200719,1610612747,,112.36,0.0,38.0,64.4,4195
4198,344.0,0.0,0.0,1.0,3.0,0.0,,24.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2003-02-11,MANU vs. DEN,"42.982923, -71.446094",,shot - 1,20200719,1610612747,45.64,59.36,0.0,103.7856,20.0,4199
4200,2.0,-171.0,5.0,11.0,1.0,0.0,,42.0,37.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2003-02-12,MANU @ DEN,"39.739968, -104.954013",,shot - 3,20200727,1610612747,11.0,1.0,0.0,42.0,52.4,4201
4202,11.0,-8.0,250.0,,1.0,0.0,2002-03,40.0,45.0,,,Penalty Spot,24+ ft.,,2003-02-12,MANU @ DEN,"39.739968, -104.954013",shot - 52,,20200727,1610612747,93.64,1.0,0.0,40.0,45.0,4203
4209,143.0,192.0,352.0,0.0,1.0,0.0,2002-03,0.0,60.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2003-02-12,,"39.739968, -104.954013",shot - 45,,20200727,1610612747,0.0,1.0,,0.0,85.4,4210
4210,200.0,-154.0,2.0,7.0,,0.0,2002-03,27.0,35.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2003-02-12,MANU @ DEN,"39.739968, -104.954013",shot - 48,,20200727,1610612747,7.0,2.0,0.0,27.0,35.0,4211
4212,216.0,0.0,0.0,5.0,2.0,,2002-03,47.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,,MANU @ DEN,,,shot - 1,20200727,1610612747,5.0,2.0,0.0,47.0,20.0,4213
4224,373.0,-191.0,163.0,4.0,3.0,0.0,2002-03,43.0,45.0,,Left Side Center(LC),,24+ ft.,Manchester United,2003-02-12,MANU @ DEN,"39.739968, -104.954013",,shot - 3,20200727,1610612747,39.64,3.0,0.0,,45.0,4225
4234,39.0,-138.0,-14.0,5.0,1.0,0.0,2002-03,39.0,33.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2003-02-14,,"42.982923, -71.446094",shot - 55,,20200743,1610612747,5.0,60.36,,39.0,96.4,4235
4235,44.0,-85.0,171.0,4.0,1.0,0.0,2002-03,57.0,39.0,,Left Side Center(LC),Mid Range,16-24 ft.,,2003-02-14,MANU vs. SAS,"42.982923, -71.446094",shot - 6,,20200743,1610612747,4.0,1.0,0.0,90.2,39.0,4236
4241,,-163.0,77.0,9.0,2.0,0.0,2002-03,10.0,38.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2003-02-14,MANU vs. SAS,"42.982923, -71.446094",,shot - 3,20200743,1610612747,58.64,2.0,0.0,10.0,38.0,4242
4243,177.0,-26.0,66.0,3.0,2.0,0.0,2002-03,45.0,27.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2003-02-14,MANU vs. SAS,"42.982923, -71.446094",,shot - 3,20200743,1610612747,3.0,2.0,72.608,45.0,27.0,4244
4244,179.0,166.0,74.0,3.0,2.0,0.0,2002-03,2.0,38.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2003-02-14,MANU vs. SAS,"42.982923, -71.446094",shot - 18,,20200743,1610612747,3.0,2.0,0.0,103.7216,38.0,4245
4249,285.0,97.0,164.0,5.0,3.0,0.0,2002-03,42.0,39.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2003-02-14,MANU vs. SAS,"42.982923, -71.446094",shot - 36,,20200743,1610612747,5.0,3.0,0.0,42.0,74.4,4250
4251,292.0,-59.0,189.0,,3.0,0.0,2002-03,44.0,39.0,,Center(C),Mid Range,16-24 ft.,Manchester United,2003-02-14,MANU vs. SAS,"42.982923, -71.446094",,shot - 3,20200743,1610612747,4.0,3.0,0.0,73.7856,97.4,4252
4253,309.0,0.0,0.0,3.0,3.0,0.0,2002-03,12.0,20.0,,Center(C),,Less Than 8 ft.,Manchester United,,MANU vs. SAS,"42.982923, -71.446094",shot - 39,,20200743,1610612747,98.64,3.0,0.0,12.0,20.0,4254
4262,426.0,0.0,0.0,6.0,4.0,0.0,2002-03,27.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2003-02-14,MANU vs. SAS,"42.982923, -71.446094",,shot - 4,20200743,1610612747,15.2,4.0,0.0,,20.0,4263
4263,432.0,0.0,0.0,5.0,4.0,0.0,2002-03,23.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2003-02-14,MANU vs. SAS,"42.982923, -71.446094",shot - 39,,20200743,1610612747,5.0,4.0,0.0,23.0,84.4,4264
4267,484.0,21.0,255.0,0.0,4.0,0.0,2002-03,54.0,45.0,,Center(C),Penalty Spot,24+ ft.,Manchester United,2003-02-14,MANU vs. SAS,"42.982923, -71.446094",,shot - 3,20200743,1610612747,,4.0,0.0,54.0,45.0,4268
4269,9.0,130.0,137.0,10.0,1.0,0.0,2002-03,55.0,38.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2003-02-16,MANU vs. NYK,"42.982923, -71.446094",shot - 32,,20200757,1610612747,10.0,1.0,0.0,58.2,38.0,4270
4273,57.0,131.0,156.0,4.0,,0.0,,11.0,40.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2003-02-16,,"42.982923, -71.446094",shot - 44,,20200757,1610612747,4.0,84.36,87.60799999999999,11.0,40.0,4274
4281,185.0,0.0,0.0,2.0,2.0,0.0,2002-03,58.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2003-02-16,MANU vs. NYK,"42.982923, -71.446094",shot - 4,,20200757,1610612747,2.0,46.36,0.0,,20.0,4282
4282,195.0,66.0,120.0,1.0,2.0,0.0,,34.0,33.0,,Center(C),,8-16 ft.,Manchester United,2003-02-16,MANU vs. NYK,"42.982923, -71.446094",shot - 30,,20200757,1610612747,1.0,2.0,,37.2,103.4,4283
4290,330.0,-6.0,212.0,0.0,3.0,,2002-03,21.0,41.0,,Center(C),Mid Range,16-24 ft.,Manchester United,2003-02-16,MANU vs. NYK,"42.982923, -71.446094",,shot - 3,20200757,1610612747,0.0,,0.0,21.0,41.0,4291
4303,31.0,-117.0,153.0,8.0,1.0,0.0,2002-03,14.0,39.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2003-02-18,MANU vs. HOU,"42.982923, -71.446094",,shot - 3,20200769,1610612747,8.0,38.36,103.8,72.2,39.0,4304
4305,52.0,156.0,-13.0,5.0,1.0,0.0,2002-03,16.0,35.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2003-02-18,MANU vs. HOU,"42.982923, -71.446094",,shot - 3,20200769,1610612747,5.0,82.36,0.0,16.0,35.0,4306
4308,100.0,-179.0,-16.0,0.0,1.0,,2002-03,45.0,37.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2003-02-18,MANU vs. HOU,"42.982923, -71.446094",,shot - 3,20200769,1610612747,0.0,1.0,0.0,45.0,37.0,4309
4309,127.0,-148.0,72.0,10.0,2.0,0.0,2002-03,19.0,36.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2003-02-18,MANU vs. HOU,"42.982923, -71.446094",,shot - 3,20200769,1610612747,10.0,28.36,47.8,47.7856,25.4,4310
4312,,-95.0,30.0,8.0,2.0,0.0,,31.0,29.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2003-02-18,MANU vs. HOU,"42.982923, -71.446094",shot - 17,,20200769,1610612747,8.0,2.0,0.0,31.0,9.4,4313
4313,151.0,133.0,,7.0,2.0,0.0,2002-03,53.0,36.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2003-02-18,MANU vs. HOU,"42.982923, -71.446094",,shot - 3,20200769,1610612747,35.2,2.0,0.0,53.0,36.0,4314
4314,198.0,167.0,2.0,3.0,2.0,0.0,2002-03,26.0,36.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2003-02-18,MANU vs. HOU,"42.982923, -71.446094",shot - 9,,20200769,1610612747,3.0,2.0,111.928,60.7216,61.4,4315
4320,303.0,94.0,240.0,3.0,3.0,0.0,2002-03,6.0,45.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2003-02-18,MANU vs. HOU,"42.982923, -71.446094",shot - 36,,20200769,1610612747,3.0,3.0,55.928000000000004,6.0,45.0,4321
4323,357.0,-23.0,253.0,9.0,4.0,0.0,,38.0,45.0,,Center(C),Penalty Spot,24+ ft.,Manchester United,2003-02-18,MANU vs. HOU,"42.982923, -71.446094",shot - 55,,20200769,1610612747,72.64,79.36,0.0,38.0,45.0,4324
4324,410.0,100.0,199.0,4.0,4.0,0.0,2002-03,29.0,42.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2003-02-18,MANU vs. HOU,"42.982923, -71.446094",shot - 53,,20200769,1610612747,4.0,21.36,0.0,29.0,42.0,4325
4327,431.0,-52.0,202.0,2.0,4.0,0.0,2002-03,20.0,40.0,,Center(C),Mid Range,16-24 ft.,Manchester United,2003-02-18,MANU vs. HOU,"42.982923, -71.446094",shot - 31,,20200769,1610612747,2.0,4.0,0.0,20.0,40.0,4328
4328,438.0,164.0,,1.0,4.0,0.0,2002-03,7.0,47.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2003-02-18,MANU vs. HOU,"42.982923, -71.446094",shot - 55,,20200769,1610612747,1.0,4.0,0.0,7.0,47.0,4329
4331,467.0,-102.0,173.0,4.0,5.0,0.0,2002-03,44.0,40.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2003-02-18,MANU vs. HOU,"42.982923, -71.446094",,shot - 3,20200769,1610612747,4.0,5.0,0.0,81.2,40.0,4332
4336,568.0,108.0,156.0,0.0,6.0,0.0,,52.0,,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2003-02-18,,"42.982923, -71.446094",shot - 17,,20200769,1610612747,0.0,94.36,0.0,52.0,108.728,4337
4341,31.0,161.0,115.0,7.0,1.0,0.0,,,39.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2003-02-19,MANU @ UTA,"40.774891, -111.930790",shot - 13,,20200774,1610612747,21.2,1.0,65.8,41.0,39.0,4342
4343,,-145.0,184.0,5.0,1.0,0.0,2002-03,14.0,43.0,,Left Side Center(LC),Mid Range,16-24 ft.,,,MANU @ UTA,"40.774891, -111.930790",,shot - 3,20200774,1610612747,42.64,1.0,79.8,14.0,43.0,4344
4351,184.0,195.0,105.0,2.0,2.0,0.0,,13.0,42.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2003-02-19,MANU @ UTA,"40.774891, -111.930790",shot - 9,,20200774,1610612747,2.0,2.0,61.928000000000004,13.0,42.0,4352
4354,212.0,-90.0,232.0,0.0,2.0,0.0,,10.0,44.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2003-02-19,MANU @ UTA,"40.774891, -111.930790",shot - 9,,20200774,1610612747,0.0,2.0,0.0,10.0,44.0,4355
4360,376.0,-26.0,257.0,6.0,4.0,0.0,2002-03,,45.0,,Center(C),Penalty Spot,24+ ft.,Manchester United,2003-02-19,MANU @ UTA,"40.774891, -111.930790",shot - 1,,20200774,1610612747,105.64,4.0,0.0,59.0,45.0,4361
4365,427.0,-184.0,26.0,1.0,4.0,0.0,2002-03,26.0,38.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2003-02-19,,"40.774891, -111.930790",shot - 40,,20200774,1610612747,1.0,4.0,0.0,26.0,38.0,4366
4370,22.0,-61.0,110.0,9.0,1.0,0.0,2002-03,1.0,32.0,,Center(C),Goal Line,8-16 ft.,Manchester United,2003-02-21,MANU vs. POR,"42.982923, -71.446094",shot - 18,,20200790,1610612747,9.0,1.0,0.0,,32.0,4371
4371,43.0,187.0,-28.0,6.0,1.0,0.0,2002-03,43.0,38.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2003-02-21,MANU vs. POR,"42.982923, -71.446094",,shot - 3,20200790,1610612747,6.0,1.0,0.0,43.0,38.0,4372
4375,86.0,-128.0,99.0,1.0,1.0,,2002-03,36.0,,,Left Side Center(LC),Mid Range,,Manchester United,2003-02-21,MANU vs. POR,"42.982923, -71.446094",shot - 37,,20200790,1610612747,31.64,1.0,0.0,36.0,36.0,4376
4380,132.0,166.0,-3.0,9.0,2.0,,,13.0,36.0,,Right Side(R),Mid Range,16-24 ft.,,2003-02-21,MANU vs. POR,"42.982923, -71.446094",shot - 44,,20200790,1610612747,9.0,2.0,0.0,13.0,36.0,4381
4383,190.0,163.0,45.0,3.0,2.0,0.0,2002-03,,36.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2003-02-21,MANU vs. POR,"42.982923, -71.446094",shot - 56,,20200790,1610612747,118.64,2.0,0.0,,36.0,4384
4386,211.0,-133.0,105.0,1.0,2.0,0.0,2002-03,3.0,36.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2003-02-21,MANU vs. POR,"42.982923, -71.446094",,shot - 3,20200790,1610612747,1.0,22.36,0.0,3.0,36.0,4387
4388,267.0,-154.0,202.0,6.0,3.0,0.0,2002-03,31.0,45.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2003-02-21,MANU vs. POR,"42.982923, -71.446094",shot - 16,,20200790,1610612747,6.0,3.0,0.0,114.7856,45.0,4389
4389,335.0,-16.0,158.0,0.0,3.0,0.0,2002-03,33.0,,,Center(C),Mid Range,8-16 ft.,Manchester United,2003-02-21,MANU vs. POR,"42.982923, -71.446094",shot - 6,,20200790,1610612747,116.64,,0.0,33.0,35.0,4390
4404,103.0,0.0,0.0,0.0,1.0,0.0,2002-03,58.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2003-02-23,MANU vs. SEA,"42.982923, -71.446094",shot - 39,,20200806,1610612747,0.0,1.0,0.0,45.2,20.0,4405
4405,108.0,136.0,237.0,0.0,1.0,0.0,2002-03,,47.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2003-02-23,MANU vs. SEA,"42.982923, -71.446094",,shot - 3,20200806,1610612747,60.64,1.0,0.0,32.0,47.0,4406
4406,127.0,0.0,0.0,10.0,2.0,0.0,,47.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2003-02-23,MANU vs. SEA,"42.982923, -71.446094",shot - 18,,20200806,1610612747,10.0,2.0,0.0,47.0,20.0,4407
4408,148.0,0.0,0.0,8.0,2.0,0.0,2002-03,49.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,,MANU vs. SEA,"42.982923, -71.446094",shot - 12,,20200806,1610612747,8.0,,0.0,49.0,22.4,4409
4409,159.0,0.0,0.0,7.0,2.0,0.0,2002-03,55.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2003-02-23,MANU vs. SEA,"42.982923, -71.446094",shot - 4,,20200806,1610612747,7.0,2.0,0.0,55.0,20.0,4410
4412,232.0,161.0,-8.0,0.0,2.0,0.0,2002-03,32.0,36.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2003-02-23,MANU vs. SEA,"42.982923, -71.446094",shot - 36,,20200806,1610612747,110.64,2.0,0.0,,79.4,4413
4423,373.0,62.0,155.0,0.0,3.0,0.0,2002-03,51.0,36.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2003-02-23,MANU vs. SEA,"42.982923, -71.446094",shot - 28,,20200806,1610612747,,99.36,0.0,51.0,36.0,4424
4427,,113.0,51.0,3.0,4.0,0.0,2002-03,43.0,32.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2003-02-23,MANU vs. SEA,"42.982923, -71.446094",,shot - 3,20200806,1610612747,45.64,70.36,77.608,43.0,32.0,4428
4433,6.0,172.0,-1.0,11.0,1.0,,2002-03,20.0,37.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2003-02-25,MANU vs. LAC,"42.982923, -71.446094",,shot - 3,20200820,1610612747,11.0,1.0,0.0,20.0,37.0,4434
